id,sentence
221,SI645
222,SX264
223,SI474
224,SI695
225,SI854
226,SI936
227,SI1384
228,SX184
229,SI594
230,SI485
231,SI1421
232,SI2171
233,SX349
234,SI2283
235,SX117
236,SI2204
237,SI2255
238,SI769
239,SI457
240,SI1081
241,SX395
242,SI1233
243,SI972
244,SI1996
245,SI1185
246,SI1750
247,SI918
248,SI2229
249,SI705
250,SI2240
251,SI1211
252,SX200
253,SX307
254,SI1697
255,SI2073
256,SI1768
257,SI1374
258,SI1746
259,SI910
260,SX319
261,SX228
262,SI1177
263,SX149
264,SI625
265,SI1422
266,SI740
267,SI2099
268,SI521
269,SI459
270,SI1573
271,SI1014
272,SI2144
273,SI1487
274,SX65
275,SI1303
276,SI1217
277,SI1463
278,SI1664
279,SI1589
280,SI1608
281,SI1285
282,SI1248
283,SI1955
284,SI2107
285,SI1997
286,SI1832
287,SI1462
288,SX301
289,SI1186
290,SX44
291,SI518
292,SI2100
293,SI1064
294,SI650
295,SX105
296,SI945
297,SI611
298,SI818
299,SI2104
300,SX180
301,SI1288
302,SI1105
303,SI537
304,SI1778
305,SX72
306,SI2285
307,SI1489
308,SI1386
309,SX73
310,SI1140
311,SI1453
312,SI1106
313,SI1090
314,SI558
315,SI937
316,SI1576
317,SI2081
318,SI2242
319,SI1815
320,SI2076
321,SI2021
322,SI1714
323,SX185
324,SI1056
325,SI2196
326,SX106
327,SI1132
328,SI2286
329,SX427
330,SI1623
331,SI1590
332,SI1920
333,SI653
334,SI1122
335,SI794
336,SI2150
337,SX332
338,SI1205
339,SI1527
340,SX170
341,SI1753
342,SI1710
343,SX86
344,SI2097
345,SI1578
346,SI1569
347,SI1265
348,SI1825
349,SI637
350,SI708
351,SI895
352,SI2217
353,SI1407
354,SI1376
355,SI1180
356,SI2258
357,SI1989
358,SX169
359,SA1
360,SX58
361,SI626
362,SI718
363,SI1987
364,SI2274
365,SI781
366,SX104
367,SI1349
368,SI1789
369,SI1725
370,SI1759
371,SI1733
372,SI542
373,SI2154
374,SI1474
375,SI1906
376,SI1798
377,SX345
378,SI1036
379,SI2009
380,SI2023
381,SI735
382,SI1148
383,SX273
384,SI2105
385,SX443
386,SI1782
387,SX323
388,SI2086
389,SI1098
390,SI2174
391,SI809
392,SI1473
393,SI495
394,SI806
395,SI1331
396,SI1642
397,SI524
398,SI543
399,SI2072
400,SX391
401,SX221
402,SI841
403,SI984
404,SI1811
405,SX97
406,SI1614
407,SI1855
408,SI929
409,SI1571
410,SX312
411,SI1002
412,SX171
413,SI1150
414,SX299
415,SI1204
416,SI2167
417,SX416
418,SI2039
419,SI472
420,SI522
421,SI508
422,SI679
423,SI1536
424,SX390
425,SI790
426,SI742
427,SI1299
428,SI852
429,SI2233
430,SX110
431,SI2203
432,SI1000
433,SI732
434,SI2153
435,SI1318
436,SI462
437,SI973
438,SX226
439,SI1651
440,SI1542
441,SI677
442,SI1932
443,SI754
444,SI1119
445,SI2273
446,SI525
447,SX232
448,SI1021
449,SI762
450,SI2135
451,SI1096
452,SI1880
453,SI1165
454,SI1280
455,SI1306
456,SX263
457,SX103
458,SI706
459,SI1289
460,SI2069
461,SI2102
462,SI2304
463,SI1873
464,SI1092
465,SX151
466,SI1874
467,SI1152
468,SX175
469,SI2142
470,SI1130
471,SI1292
472,SI1766
473,SX236
474,SI785
475,SI608
476,SI2251
477,SI1305
478,SI2267
479,SI1118
480,SI1392
481,SX131
482,SI743
483,SI509
484,SI903
485,SX224
486,SI565
487,SI538
488,SX174
489,SI1075
490,SI1495
491,SI2111
492,SI1108
493,SX278
494,SI1067
495,SI624
496,SX67
497,SI2342
498,SI1382
499,SI1197
500,SX410
501,SI805
502,SX176
503,SX121
504,SI493
505,SI545
506,SX280
507,SI2290
508,SI1048
509,SI2015
510,SI1515
511,SI1455
512,SI1429
513,SI1470
514,SI817
515,SX153
516,SI2340
517,SI552
518,SI1112
519,SI520
520,SI1867
521,SI1342
522,SI1971
523,SI799
524,SI1796
525,SI2331
526,SI1247
527,SX257
528,SI681
529,SI2060
530,SI2243
531,SX374
532,SI464
533,SI1683
534,SI1773
535,SI569
536,SI1379
537,SI737
538,SX298
539,SI2053
540,SI519
541,SI1549
542,SX252
543,SI1717
544,SI2175
545,SX290
546,SI1093
547,SI1214
548,SX194
549,SI1391
550,SI821
551,SX429
552,SI1607
553,SI1228
554,SI546
555,SI995
556,SI919
557,SI1801
558,SI2300
559,SI779
560,SI948
561,SI950
562,SX178
563,SI1494
564,SX386
565,SI616
566,SI703
567,SI1359
568,SX68
569,SI674
570,SX359
571,SI1624
572,SI1922
573,SI553
574,SI1060
575,SA2
576,SI1610
577,SI629
578,SI1814
579,SI1159
580,SI1653
581,SI2123
582,SI745
583,SI1054
584,SX439
585,SI2322
586,SI2148
587,SX338
588,SI1840
589,SI2051
590,SI2337
591,SI1566
592,SI1115
593,SI793
594,SI1194
595,SI865
596,SI1584
597,SI902
598,SX222
599,SI1588
600,SX55
601,SI1844
602,SI2275
603,SI1061
604,SI1635
605,SI2341
606,SI1199
607,SI985
608,SI1645
609,SI1229
610,SX446
611,SI707
612,SI1680
613,SI1604
614,SI1220
615,SI849
616,SI2278
617,SX206
618,SI1649
619,SX144
620,SI825
621,SX356
622,SI1131
623,SI921
624,SI1597
625,SX199
626,SI530
627,SI467
628,SI2027
629,SI1850
630,SI1224
631,SI1523
632,SI635
633,SI2221
634,SI1156
635,SX56
636,SI722
637,SI1447
638,SI1062
639,SI1522
640,SI1613
641,SI1015
642,SI2262
643,SI829
644,SI1688
645,SI1405
646,SI1791
647,SI2004
648,SI908
649,SI1963
650,SX27
651,SI555
652,SI480
653,SI1404
654,SI633
655,SX421
656,SI2169
657,SX303
658,SI1964
659,SI1822
660,SI978
661,SI2096
662,SI533
663,SI1723
664,SI699
665,SI1208
666,SI2234
667,SI993
668,SX347
669,SI1756
670,SI2047
671,SX85
672,SI609
673,SI832
674,SI976
675,SI700
676,SI1816
677,SI2020
678,SI1568
679,SI1334
680,SI1842
681,SI1656
682,SX285
683,SI660
684,SI1579
685,SI1845
686,SI2325
687,SX360
688,SI1843
689,SI736
690,SI1343
691,SI1316
692,SX251
693,SX160
694,SI1319
695,SI599
696,SI1134
697,SI1293
698,SI2179
699,SI956
700,SI1003
701,SI1200
702,SI2313
703,SI2181
704,SI1859
705,SI517
706,SX283
707,SI2026
708,SI1481
709,SI2084
710,SI1419
711,SI2250
712,SI884
713,SI1243
714,SX167
715,SI2177
716,SI2098
717,SX23
718,SI1079
719,SI1160
720,SI2162
721,SI1221
722,SI1986
723,SX215
724,SX35
725,SI1968
726,SI1137
727,SI588
728,SX135
729,SI1446
730,SI1563
731,SI1764
732,SI1800
733,SI870
734,SI766
735,SI1959
736,SI497
737,SI822
738,SI1807
739,SI1278
740,SI1690
741,SI1490
742,SX440
743,SX371
744,SX258
745,SI1570
746,SI931
747,SI564
748,SI2137
749,SI881
750,SI1679
751,SI770
752,SI1410
753,SI966
754,SI1173
755,SI1615
756,SX218
757,SI1969
758,SI1235
759,SI1414
760,SI1663
761,SX325
762,SI1872
763,SI1169
764,SI1344
765,SI1581
766,SI1356
767,SX142
768,SI2143
769,SI1128
770,SI2110
771,SX242
772,SI803
773,SI1141
774,SI2329
775,SI941
776,SI726
777,SI516
778,SX146
779,SI662
780,SI727
781,SI1882
782,SI1625
783,SI1585
784,SI1297
785,SI482
786,SI2109
787,SI847
788,SI1883
789,SI2299
790,SI1947
791,SI1069
792,SI1136
793,SI1479
794,SI2074
795,SX150
796,SI2309
797,SI1869
798,SI968
799,SI1564
800,SX17
801,SI959
802,SX32
803,SI580
804,SI631
805,SI1600
806,SI477
807,SI1512
808,SI2112
809,SX99
810,SI643
811,SI512
812,SI1020
813,SI1762
814,SI1300
815,SI1667
816,SX393
817,SI640
818,SI991
819,SI1707
820,SI876
821,SI2056
822,SI1443
823,SX368
824,SI1496
825,SX269
826,SI2298
827,SI2031
828,SI1939
829,SI2106
830,SX134
831,SI1772
832,SI2037
833,SI1282
834,SI655
835,SI1416
836,SX101
837,SI1730
838,SI2090
839,SI476
840,SI1432
841,SI505
842,SI1230
843,SI1554
844,SX315
845,SI2338
846,SI1328
847,SX233
848,SI661
849,SI1661
850,SI988
851,SI2306
852,SI2126
853,SI1860
854,SI1943
855,SI1758
856,SI511
857,SI2055
858,SI789
859,SI1752
860,SX412
861,SI1371
862,SI1182
863,SI1672
864,SI1466
865,SI1919
866,SI1191
867,SX210
868,SI469
869,SI665
870,SI641
871,SI1241
872,SI685
873,SI756
874,SI2256
875,SI831
876,SX235
877,SI1492
878,SI1704
879,SI2282
880,SI1058
881,SX314
882,SI1924
883,SI598
884,SI868
885,SI1345
886,SX52
887,SX40
888,SI1357
889,SX48
890,SI2003
891,SI2183
892,SI2058
893,SI981
894,SI1538
895,SX361
896,SI1830
897,SI548
898,SI1813
899,SX145
900,SX177
901,SI2291
902,SI1406
903,SX370
904,SI1921
905,SI1129
906,SI1242
907,SI1754
908,SX71
909,SI1369
910,SI764
911,SI856
912,SI2227
913,SX47
914,SI2213
915,SI2339
916,SI710
917,SI1116
918,SI1744
919,SI2223
920,SI1387
921,SI463
922,SI663
923,SI1856
924,SX403
925,SI1904
926,SX168
927,SX369
928,SI773
929,SI2089
930,SI1029
931,SI1889
932,SX399
933,SX211
934,SI1833
935,SI1892
936,SI465
937,SI1325
938,SX336
939,SI1896
940,SI584
941,SI932
942,SI562
943,SI780
944,SI1917
945,SI808
946,SI1740
947,SI1530
948,SI475
949,SX282
950,SX344
951,SX444
952,SI975
953,SI1561
954,SI1558
955,SI2011
956,SI2244
957,SI582
958,SI1052
959,SI2254
960,SI1346
961,SI2129
962,SI2327
963,SI1802
964,SI1797
965,SX230
966,SI1776
967,SI2068
968,SI1582
969,SI2057
970,SX49
971,SI2195
972,SI1967
973,SI1655
974,SI2000
975,SX64
976,SX326
977,SI1174
978,SI1181
979,SI1864
980,SI621
981,SI760
982,SX8
983,SI1340
984,SI1393
985,SX317
986,SI587
987,SI885
988,SI1848
989,SI1799
990,SX219
991,SI1354
992,SI468
993,SI698
994,SI2146
995,SI2284
996,SI652
997,SX229
998,SI2115
999,SI692
1000,SI980
1001,SI796
1002,SX305
1003,SI1841
1004,SX147
1005,SI1827
1006,SI694
1007,SI1310
1008,SX69
1009,SX109
1010,SI2022
1011,SI1102
1012,SI883
1013,SI1101
1014,SI1269
1015,SI590
1016,SX248
1017,SI763
1018,SI1335
1019,SI557
1020,SI585
1021,SI2145
1022,SI1899
1023,SX377
1024,SX392
1025,SI1817
1026,SI1063
1027,SI1616
1028,SI673
1029,SI1931
1030,SI999
1031,SX33
1032,SI2208
1033,SI1520
1034,SI1803
1035,SX351
1036,SX343
1037,SI1154
1038,SI1981
1039,SX417
1040,SX100
1041,SI691
1042,SX51
1043,SI1253
1044,SI1898
1045,SI478
1046,SX244
1047,SI1218
1048,SX195
1049,SX321
1050,SX36
1051,SI1736
1052,SI2253
1053,SI1353
1054,SI2119
1055,SI1502
1056,SI455
1057,SI2292
1058,SI671
1059,SI955
1060,SI1949
1061,SI1983
1062,SI632
1063,SI1192
1064,SI1784
1065,SI1170
1066,SI701
1067,SX209
1068,SX4
1069,SI2272
1070,SI2222
1071,SI1550
1072,SI1077
1073,SI1587
1074,SI1437
1075,SI2295
1076,SI778
1077,SI1501
1078,SX376
1079,SI1012
1080,SI1539
1081,SI1533
1082,SI759
1083,SI1877
1084,SI1084
1085,SI1580
1086,SI1735
1087,SI961
1088,SI1449
1089,SI1298
1090,SI1545
1091,SI1712
1092,SI678
1093,SI1272
1094,SI782
1095,SI2080
1096,SI1467
1097,SI1043
1098,SI504
1099,SX277
1100,SI1163
1101,SI2297
1102,SI1044
1103,SI2317
1104,SI1633
1105,SI1202
1106,SX172
1107,SI934
1108,SI593
1109,SX214
1110,SI974
1111,SI1196
1112,SI1268
1113,SX437
1114,SX13
1115,SX129
1116,SX133
1117,SI2268
1118,SX306
1119,SI1284
1120,SI471
1121,SI1113
1122,SI1193
1123,SI1820
1124,SX216
1125,SX217
1126,SX111
1127,SI2103
1128,SI1769
1129,SX198
1130,SI1125
1131,SI1040
1132,SX407
1133,SI2134
1134,SI1783
1135,SI1408
1136,SX389
1137,SI2170
1138,SI1879
1139,SI738
1140,SX157
1141,SI1748
1142,SI2214
1143,SI1591
1144,SX238
1145,SI2066
1146,SI1715
1147,SI2061
1148,SI2330
1149,SI1262
1150,SI620
1151,SI1891
1152,SX435
1153,SI719
1154,SI1144
1155,SI2276
1156,SI1099
1157,SI1401
1158,SI839
1159,SI1104
1160,SI833
1161,SI618
1162,SI1628
1163,SI755
1164,SI857
1165,SI460
1166,SI890
1167,SI721
1168,SX420
1169,SI1329
1170,SI1364
1171,SI2070
1172,SX70
1173,SI1249
1174,SI2024
1175,SI1183
1176,SI1863
1177,SX381
1178,SI556
1179,SI1505
1180,SI1586
1181,SI1348
1182,SI1439
1183,SX179
1184,SX320
1185,SI1598
1186,SI1846
1187,SI983
1188,SX447
1189,SI906
1190,SI1498
1191,SI1238
1192,SI1682
1193,SI1071
1194,SI1695
1195,SX287
1196,SI1442
1197,SI1977
1198,SX132
1199,SI2230
1200,SX237
1201,SI1982
1202,SX80
1203,SI1347
1204,SX406
1205,SX186
1206,SI1082
1207,SI1360
1208,SI1209
1209,SI1824
1210,SI971
1211,SI920
1212,SI466
1213,SI813
1214,SI1999
1215,SI1823
1216,SI1072
1217,SI2005
1218,SI1961
1219,SX30
1220,SI1691
1221,SI1454
1222,SI963
1223,SX423
1224,SI1743
1225,SI1444
1226,SI889
1227,SI693
1228,SX11
1229,SI1372
1230,SI1396
1231,SI1534
1232,SI987
1233,SX378
1234,SI2025
1235,SI897
1236,SX409
1237,SI874
1238,SI1436
1239,SI1187
1240,SI1065
1241,SI1611
1242,SX275
1243,SX382
1244,SI1739
1245,SX362
1246,SI1514
1247,SX61
1248,SI1503
1249,SI1612
1250,SX139
1251,SI1647
1252,SI1562
1253,SI2032
1254,SI1572
1255,SI1497
1256,SI1377
1257,SI1765
1258,SI684
1259,SI733
1260,SI1028
1261,SI1703
1262,SI1188
1263,SI2132
1264,SI1341
1265,SI1760
1266,SI687
1267,SX192
1268,SI540
1269,SI1652
1270,SI731
1271,SI1684
1272,SX255
1273,SI1245
1274,SI2280
1275,SI1709
1276,SI1231
1277,SX76
1278,SI1024
1279,SX28
1280,SI2130
1281,SI2166
1282,SI630
1283,SI798
1284,SX12
1285,SI1737
1286,SX212
1287,SI1513
1288,SI2312
1289,SI958
1290,SI1914
1291,SX14
1292,SX448
1293,SI1770
1294,SX289
1295,SI724
1296,SI1809
1297,SI2257
1298,SI866
1299,SI2063
1300,SI767
1301,SX311
1302,SI777
1303,SX348
1304,SX220
1305,SI1728
1306,SI1793
1307,SI1940
1308,SI1751
1309,SI1425
1310,SI1397
1311,SI1089
1312,SI1091
1313,SI2157
1314,SI1504
1315,SX164
1316,SI2265
1317,SI1894
1318,SX342
1319,SI1412
1320,SI2260
1321,SI1388
1322,SI1602
1323,SX432
1324,SI1852
1325,SI503
1326,SI1394
1327,SI1935
1328,SX266
1329,SI1567
1330,SI2094
1331,SX193
1332,SI1500
1333,SI1276
1334,SI2124
1335,SX431
1336,SI1240
1337,SX93
1338,SX92
1339,SX59
1340,SI2189
1341,SI1107
1342,SI1338
1343,SX352
1344,SX422
1345,SX324
1346,SI2136
1347,SI1236
1348,SI1270
1349,SI1901
1350,SI1210
1351,SI1417
1352,SI1324
1353,SI1851
1354,SI1795
1355,SI2122
1356,SI996
1357,SI461
1358,SI2095
1359,SI844
1360,SI1121
1361,SI578
1362,SX313
1363,SI1767
1364,SI494
1365,SI1701
1366,SI1918
1367,SX330
1368,SI1420
1369,SX241
1370,SI2188
1371,SI1142
1372,SI634
1373,SI1839
1374,SX46
1375,SI1847
1376,SI1992
1377,SI2172
1378,SI1643
1379,SI1675
1380,SI1430
1381,SI1742
1382,SI1295
1383,SI843
1384,SI1838
1385,SX433
1386,SI597
1387,SI2200
1388,SI2071
1389,SI969
1390,SI1876
1391,SI2125
1392,SI1157
1393,SI589
1394,SI842
1395,SI887
1396,SI1215
1397,SI775
1398,SX7
1399,SI2093
1400,SX308
1401,SI1875
1402,SI1646
1403,SX130
1404,SI1794
1405,SI2319
1406,SI1094
1407,SX350
1408,SI1506
1409,SX22
1410,SI1164
1411,SI1677
1412,SI1806
1413,SI1161
1414,SI1508
1415,SI2219
1416,SX340
1417,SX205
1418,SI2083
1419,SX231
1420,SI875
1421,SI1203
1422,SI1320
1423,SX197
1424,SI2308
1425,SI869
1426,SX78
1427,SI1027
1428,SI2249
1429,SI561
1430,SI848
1431,SI1668
1432,SI1900
1433,SI1254
1434,SI928
1435,SI1678
1436,SI725
1437,SI2014
1438,SI1910
1439,SX119
1440,SI2212
1441,SI1640
1442,SI2019
1443,SI730
1444,SI607
1445,SX318
1446,SI1519
1447,SI723
1448,SI1448
1449,SI488
1450,SI986
1451,SI970
1452,SI1749
1453,SI1907
1454,SI1953
1455,SI697
1456,SI1637
1457,SI1951
1458,SI2147
1459,SI1259
1460,SI1771
1461,SI1309
1462,SX419
1463,SX5
1464,SI1555
1465,SI575
1466,SI994
1467,SX84
1468,SI1662
1469,SI1985
1470,SI1659
1471,SI669
1472,SI1835
1473,SI1158
1474,SI1234
1475,SI715
1476,SI812
1477,SX265
1478,SI2209
1479,SI2164
1480,SI1957
1481,SX37
1482,SX19
1483,SI862
1484,SI837
1485,SI1117
1486,SI2321
1487,SI1162
1488,SI1609
1489,SI2199
1490,SI1005
1491,SI1605
1492,SX163
1493,SX436
1494,SI2118
1495,SI1403
1496,SI947
1497,SI1885
1498,SI2266
1499,SX328
1500,SI554
1501,SI1938
1502,SI2336
1503,SI1763
1504,SI855
1505,SI1780
1506,SI1441
1507,SX337
1508,SI1046
1509,SI827
1510,SI486
1511,SX31
1512,SI531
1513,SI1216
1514,SI656
1515,SI490
1516,SI1155
1517,SX365
1518,SI1255
1519,SI979
1520,SI1916
1521,SI871
1522,SI1629
1523,SI2075
1524,SI498
1525,SI1499
1526,SI810
1527,SI1546
1528,SI1389
1529,SX329
1530,SI528
1531,SI1145
1532,SI1946
1533,SI2002
1534,SI953
1535,SX424
1536,SI2035
1537,SI2281
1538,SI1596
1539,SI1836
1540,SI2017
1541,SI1781
1542,SX292
1543,SI819
1544,SI713
1545,SX396
1546,SI1257
1547,SI487
1548,SI1120
1549,SX213
1550,SI2040
1551,SI1950
1552,SI2220
1553,SI1139
1554,SX288
1555,SI675
1556,SI2182
1557,SI863
1558,SI2178
1559,SI1198
1560,SI2197
1561,SX118
1562,SI1415
1563,SI891
1564,SI1524
1565,SI2316
1566,SI605
1567,SI2151
1568,SI1317
1569,SI1915
1570,SI1711
1571,SI1510
1572,SI1263
1573,SI1974
1574,SI1890
1575,SI2163
1576,SI2033
1577,SX208
1578,SI1484
1579,SI1518
1580,SI898
1581,SI804
1582,SI1482
1583,SI1450
1584,SI686
1585,SI2087
1586,SX38
1587,SI900
1588,SX6
1589,SX10
1590,SI2041
1591,SI513
1592,SI1032
1593,SI2334
1594,SI1954
1595,SI2269
1596,SI2158
1597,SI1933
1598,SI2288
1599,SI2046
1600,SI977
1601,SI2165
1602,SI1477
1603,SI1267
1604,SI1556
1605,SI846
1606,SX120
1607,SI997
1608,SI2016
1609,SI1774
1610,SI1041
1611,SI926
1612,SI2305
1613,SI935
1614,SI1831
1615,SX270
1616,SI1854
1617,SI878
1618,SI1965
1619,SI836
1620,SI2180
1621,SI992
1622,SI1670
1623,SI2038
1624,SI927
1625,SI1956
1626,SI489
1627,SI795
1628,SI1657
1629,SI473
1630,SI1665
1631,SI574
1632,SI886
1633,SI1088
1634,SI771
1635,SI909
1636,SI1400
1637,SI2205
1638,SI2202
1639,SI1994
1640,SX441
1641,SI801
1642,SI1897
1643,SI1866
1644,SI1250
1645,SI1990
1646,SI1722
1647,SX96
1648,SI1302
1649,SI514
1650,SI1535
1651,SI2141
1652,SI617
1653,SI1618
1654,SI1903
1655,SX304
1656,SX114
1657,SI1175
1658,SI1428
1659,SI1143
1660,SX143
1661,SI602
1662,SX88
1663,SI1271
1664,SI1051
1665,SX158
1666,SX379
1667,SI1995
1668,SI615
1669,SI1532
1670,SX387
1671,SI1022
1672,SI664
1673,SI2152
1674,SI1207
1675,SX254
1676,SI851
1677,SI907
1678,SI1147
1679,SX89
1680,SI912
1681,SI1509
1682,SI1525
1683,SI1689
1684,SI1972
1685,SI680
1686,SI1700
1687,SX159
1688,SI1719
1689,SI923
1690,SX90
1691,SI1658
1692,SI1755
1693,SI925
1694,SI1327
1695,SX91
1696,SI1409
1697,SI1301
1698,SI613
1699,SI1966
1700,SI1790
1701,SX191
1702,SI1488
1703,SI696
1704,SI1277
1705,SI1189
1706,SI591
1707,SI690
1708,SX223
1709,SX331
1710,SI2043
1711,SI1734
1712,SI1350
1713,SI1279
1714,SX43
1715,SI850
1716,SI1315
1717,SI1638
1718,SI1086
1719,SI1729
1720,SI2201
1721,SI1671
1722,SI2252
1723,SI734
1724,SI946
1725,SI728
1726,SI2307
1727,SI1927
1728,SX414
1729,SI2248
1730,SI612
1731,SI1475
1732,SI2279
1733,SX449
1734,SI1007
1735,SI942
1736,SI864
1737,SI1548
1738,SX405
1739,SX245
1740,SI2029
1741,SI982
1742,SX24
1743,SX450
1744,SI1085
1745,SI1244
1746,SI1632
1747,SI619
1748,SI1516
1749,SI2062
1750,SI2044
1751,SI1594
1752,SI1237
1753,SI576
1754,SI2287
1755,SI1483
1756,SI1547
1757,SX183
1758,SX60
1759,SI1685
1760,SX98
1761,SI933
1762,SI1540
1763,SI1078
1764,SI1991
1765,SI717
1766,SI2013
1767,SI802
1768,SI800
1769,SI882
1770,SI628
1771,SI913
1772,SI1630
1773,SI1030
1774,SX79
1775,SI954
1776,SI610
1777,SX411
1778,SI2323
1779,SI1543
1780,SI1219
1781,SX188
1782,SI2239
1783,SI592
1784,SI861
1785,SI1881
1786,SI2161
1787,SI1886
1788,SI1361
1789,SI1195
1790,SI1553
1791,SI896
1792,SI1617
1793,SI1592
1794,SI1336
1795,SI1322
1796,SI682
1797,SI1149
1798,SI1296
1799,SI1650
1800,SI1893
1801,SI1006
1802,SI774
1803,SI768
1804,SI551
1805,SI1857
1806,SX54
1807,SI1923
1808,SI2293
1809,SI566
1810,SI500
1811,SI2225
1812,SX294
1813,SI1001
1814,SI1037
1815,SI1465
1816,SI1383
1817,SI1017
1818,SI786
1819,SI894
1820,SI1929
1821,SX165
1822,SI1050
1823,SI1025
1824,SI1308
1825,SI658
1826,SX300
1827,SI458
1828,SI1427
1829,SI823
1830,SI1225
1831,SI2186
1832,SX293
1833,SI729
1834,SI586
1835,SI651
1836,SX297
1837,SX107
1838,SI2127
1839,SI2191
1840,SX281
1841,SI944
1842,SI1009
1843,SX41
1844,SI1785
1845,SI1035
1846,SI2192
1847,SX333
1848,SI1696
1849,SI2108
1850,SI2139
1851,SI1676
1852,SI2320
1853,SX115
1854,SI2078
1855,SI1239
1856,SI1593
1857,SI1998
1858,SI858
1859,SI1111
1860,SI1884
1861,SI1476
1862,SI2311
1863,SI539
1864,SX122
1865,SI1878
1866,SI784
1867,SI1013
1868,SI1480
1869,SI2079
1870,SI788
1871,SI879
1872,SI1544
1873,SI1834
1874,SX334
1875,SI877
1876,SX339
1877,SI1792
1878,SI905
1879,SI1887
1880,SI2193
1881,SI2194
1882,SI596
1883,SI1070
1884,SI859
1885,SI1097
1886,SI1172
1887,SX116
1888,SI1648
1889,SI1304
1890,SI563
1891,SI1033
1892,SI1902
1893,SI2160
1894,SX128
1895,SI1026
1896,SX363
1897,SI1926
1898,SI939
1899,SI654
1900,SI1787
1901,SI529
1902,SI840
1903,SI2088
1904,SX201
1905,SI860
1906,SI1011
1907,SX246
1908,SI1622
1909,SI2241
1910,SI814
1911,SI2259
1912,SI2092
1913,SI1952
1914,SI826
1915,SX225
1916,SX260
1917,SX3
1918,SX239
1919,SX53
1920,SI2294
1921,SI2218
1922,SX384
1923,SX137
1924,SI453
1925,SI1757
1926,SX367
1927,SX42
1928,SI1975
1929,SI830
1930,SI1603
1931,SI1358
1932,SI595
1933,SI1819
1934,SX187
1935,SX196
1936,SX366
1937,SI1038
1938,SI1620
1939,SX357
1940,SI1595
1941,SI526
1942,SI2270
1943,SI672
1944,SI783
1945,SI1741
1946,SI1988
1947,SI2138
1948,SI2231
1949,SI1745
1950,SI1944
1951,SI807
1952,SI1433
1953,SX335
1954,SI1908
1955,SI1805
1956,SX261
1957,SI1201
1958,SI811
1959,SI2215
1960,SI924
1961,SX397
1962,SI967
1963,SI668
1964,SI1166
1965,SI765
1966,SX18
1967,SI1352
1968,SX181
1969,SI1718
1970,SI1378
1971,SI2121
1972,SX50
1973,SI820
1974,SI1251
1975,SI2048
1976,SI2128
1977,SX34
